AccessionVersion,Size,TaxPhylum,numBGCs
NZ_CP016518.1,37698,Proteobacteria,0
NZ_CP016519.1,6647,Proteobacteria,0
NZ_CP016520.1,92323,Proteobacteria,0
NZ_CP016522.1,101723,Proteobacteria,0
NZ_CP016523.1,2096,Proteobacteria,0
NZ_CP016524.1,37697,Proteobacteria,0
NZ_CP016531.1,37697,Proteobacteria,0
NZ_CP016532.1,4245,Proteobacteria,0
NZ_CP016533.1,91980,Proteobacteria,0
NZ_CP016535.2,31009,Firmicutes,0
NZ_CP016536.1,8070,Firmicutes,0
NZ_CP016541.2,70675,Firmicutes,0
NZ_CP016542.2,9775,Firmicutes,0
NZ_CP016544.1,13960,Firmicutes,0
NZ_CP016547.1,86371,Proteobacteria,0
NZ_CP016548.1,90835,Proteobacteria,0
NZ_CP016549.1,126046,Proteobacteria,0
NZ_CP016550.1,49695,Proteobacteria,0
NZ_CP016551.1,7395,Proteobacteria,0
NZ_CP016555.1,2075659,Proteobacteria,7
NZ_CP016558.1,52449,Proteobacteria,0
NZ_CP016560.1,707056,Actinobacteria,8
NZ_CP016562.1,37697,Proteobacteria,0
NZ_CP016564.1,37697,Proteobacteria,0
NZ_CP016566.1,2246,Proteobacteria,0
NZ_CP016567.1,37697,Proteobacteria,0
NZ_CP016568.1,98998,Proteobacteria,0
NZ_CP016570.1,2246,Proteobacteria,0
NZ_CP016571.1,37697,Proteobacteria,0
NZ_CP016572.1,98999,Proteobacteria,0
NZ_CP016574.1,2246,Proteobacteria,0
NZ_CP016575.1,37697,Proteobacteria,0
NZ_CP016577.1,2246,Proteobacteria,0
NZ_CP016578.1,37697,Proteobacteria,0
NZ_CP016580.1,37696,Proteobacteria,0
NZ_CP016587.1,37696,Proteobacteria,0
NZ_CP016589.1,514994,Firmicutes,3
NZ_CP016590.1,293592,Firmicutes,2
NZ_CP016593.1,267949,Proteobacteria,0
NZ_CP016596.1,319570,Firmicutes,2
NZ_CP016597.1,71854,Firmicutes,0
NZ_CP016599.1,20388,Firmicutes,0
NZ_CP016600.1,19726,Firmicutes,0
NZ_CP016601.1,10453,Firmicutes,0
NZ_CP016613.1,2000873,Proteobacteria,7
NZ_CP016623.1,83925,Firmicutes,0
NZ_CP016624.1,47893,Firmicutes,0
NZ_CP016626.1,95598,Proteobacteria,0
NZ_CP016630.1,44763,Firmicutes,1
NZ_CP016631.1,9348,Firmicutes,0
NZ_CP016685.1,75119,Firmicutes,1
NZ_CP016686.1,57981,Firmicutes,0
NZ_CP016687.1,51651,Firmicutes,0
NZ_CP016688.1,33287,Firmicutes,0
NZ_CP016689.1,11679,Firmicutes,0
NZ_CP016690.1,6164,Firmicutes,0
NZ_CP016694.1,56368,Firmicutes,0
NZ_CP016695.1,33280,Firmicutes,0
NZ_CP016696.1,30272,Firmicutes,0
NZ_CP016697.1,6153,Firmicutes,0
NZ_CP016698.1,39612,Firmicutes,0
NZ_CP016699.1,92710,Firmicutes,0
NZ_CP016700.1,56332,Firmicutes,0
NZ_CP016701.1,54922,Firmicutes,0
NZ_CP016702.1,54046,Firmicutes,0
NZ_CP016704.1,7652,Firmicutes,0
NZ_CP016705.1,27296,Firmicutes,0
NZ_CP016706.1,2119,Firmicutes,0
NZ_CP016707.1,64175,Firmicutes,0
NZ_CP016708.1,48261,Firmicutes,0
NZ_CP016709.1,11868,Firmicutes,0
NZ_CP016710.1,11333,Firmicutes,0
NZ_CP016711.1,4237,Firmicutes,0
NZ_CP016712.1,2413,Firmicutes,0
NZ_CP016715.1,75962,Firmicutes,1
NZ_CP016716.1,44205,Firmicutes,0
NZ_CP016717.1,11663,Firmicutes,0
NZ_CP016718.1,8697,Firmicutes,0
NZ_CP016719.1,8551,Firmicutes,0
NZ_CP016720.1,59284,Firmicutes,0
NZ_CP016722.1,19351,Firmicutes,0
NZ_CP016723.1,15393,Firmicutes,0
NZ_CP016725.1,5238,Firmicutes,0
NZ_CP016726.1,89015,Firmicutes,1
NZ_CP016727.1,49307,Firmicutes,0
NZ_CP016728.1,15396,Firmicutes,0
NZ_CP016729.1,60219,Firmicutes,0
NZ_CP016730.1,2239,Firmicutes,0
NZ_CP016731.1,5931,Firmicutes,0
NZ_CP016732.1,6207,Firmicutes,0
NZ_CP016733.1,47240,Firmicutes,0
NZ_CP016734.1,36928,Firmicutes,0
NZ_CP016735.1,48632,Firmicutes,0
NZ_CP016736.1,23429,Firmicutes,1
NZ_CP016737.1,75814,Firmicutes,0
NZ_CP016738.1,47185,Firmicutes,0
NZ_CP016739.1,45257,Firmicutes,0
NZ_CP016740.1,13546,Firmicutes,0
NZ_CP016741.1,3729,Firmicutes,0
NZ_CP016742.1,11314,Firmicutes,0
NZ_CP016743.1,13334,Firmicutes,0
NZ_CP016744.1,62261,Firmicutes,0
NZ_CP016745.1,113820,Firmicutes,0
NZ_CP016746.1,193245,Firmicutes,0
NZ_CP016747.1,51777,Firmicutes,0
NZ_CP016748.1,48280,Firmicutes,0
NZ_CP016749.1,30146,Firmicutes,0
NZ_CP016750.1,15360,Firmicutes,0
NZ_CP016751.1,11008,Firmicutes,0
NZ_CP016752.1,5329,Firmicutes,0
NZ_CP016785.1,11801,Firmicutes,0
NZ_CP016791.1,110013,Firmicutes,0
NZ_CP016792.1,33921,Firmicutes,0
NZ_CP016810.1,307743,Proteobacteria,0
NZ_CP016812.1,65887,Proteobacteria,0
NZ_CP016815.1,212770,Proteobacteria,1
NZ_CP016820.1,242246,Actinobacteria,0
NZ_CP016821.1,170002,Actinobacteria,1
NZ_CP016822.1,107688,Actinobacteria,0
NZ_CP016831.1,29232,Proteobacteria,0
NZ_CP016832.1,20831,Proteobacteria,0
NZ_CP016834.1,29138,Proteobacteria,0
NZ_CP016835.1,20831,Proteobacteria,0
NZ_CP016869.1,68145,Proteobacteria,1
NZ_CP016871.1,68145,Proteobacteria,1
NZ_CP016875.1,68146,Proteobacteria,1
NZ_CP016879.1,75655,Proteobacteria,0
NZ_CP016890.1,543504,Proteobacteria,2
NZ_CP016891.1,216117,Proteobacteria,1
NZ_CP016892.1,173592,Proteobacteria,0
NZ_CP016897.1,86373,Proteobacteria,0
NZ_CP016898.1,78649,Proteobacteria,1
NZ_CP016899.1,10453,Proteobacteria,0
NZ_CP016900.1,9416,Proteobacteria,0
NZ_CP016901.1,5086,Proteobacteria,0
NZ_CP016902.1,4066,Proteobacteria,0
NZ_CP016903.1,4008,Proteobacteria,0
NZ_CP016905.1,2145732,Proteobacteria,7
NZ_CP016915.1,2061090,Proteobacteria,7
NZ_CP016917.1,83925,Firmicutes,0
NZ_CP016918.1,47892,Firmicutes,0
NZ_CP016919.1,70830,Proteobacteria,0
NZ_CP016920.1,6139,Proteobacteria,0
NZ_CP016921.1,283369,Proteobacteria,0
NZ_CP016922.1,103694,Proteobacteria,0
NZ_CP016924.1,111539,Proteobacteria,0
NZ_CP016925.1,63291,Proteobacteria,0
NZ_CP016927.1,72093,Proteobacteria,0
NZ_CP016929.1,3403,Proteobacteria,0
NZ_CP016932.1,125964,Proteobacteria,0
NZ_CP016933.1,74497,Proteobacteria,0
NZ_CP016934.1,100790,Proteobacteria,0
NZ_CP016936.1,88902,Proteobacteria,0
NZ_CP016938.1,115648,Proteobacteria,0
NZ_CP016939.1,73034,Proteobacteria,0
NZ_CP016941.1,120760,Proteobacteria,0
NZ_CP016942.1,100788,Proteobacteria,0
NZ_CP016943.1,73026,Proteobacteria,0
NZ_CP016946.1,73029,Proteobacteria,0
NZ_CP016947.1,100794,Proteobacteria,0
NZ_CP017008.1,76088,Proteobacteria,0
NZ_CP017010.1,74424,Proteobacteria,0
NZ_CP017011.1,55944,Proteobacteria,0
NZ_CP017017.1,11199,Firmicutes,1
NZ_CP017021.1,15283,Proteobacteria,0
NZ_CP017022.1,43945,Proteobacteria,0
NZ_CP017023.1,60533,Proteobacteria,0
NZ_CP017026.1,180543,Proteobacteria,0
NZ_CP017027.1,4454,Proteobacteria,0
NZ_CP017028.1,3142,Proteobacteria,0
NZ_CP017030.1,50689,Proteobacteria,0
NZ_CP017041.1,77702,Actinobacteria,1
NZ_CP017043.1,65821,Firmicutes,0
NZ_CP017055.1,195378,Proteobacteria,0
NZ_CP017056.1,38206,Proteobacteria,0
NZ_CP017058.1,229406,Proteobacteria,0
NZ_CP017059.1,171233,Proteobacteria,0
NZ_CP017067.1,50512,Firmicutes,0
NZ_CP017068.1,19584,Firmicutes,0
NZ_CP017076.1,1756808,Proteobacteria,2
NZ_CP017077.1,960805,Proteobacteria,2
NZ_CP017078.1,354886,Proteobacteria,1
NZ_CP017079.1,67284,Proteobacteria,0
NZ_CP017081.1,87645,Firmicutes,0
NZ_CP017102.1,125266,Proteobacteria,2
NZ_CP017103.1,176006,Proteobacteria,1
NZ_CP017104.1,506339,Proteobacteria,3
NZ_CP017105.1,2388366,Proteobacteria,4
NZ_CP017108.1,279615,Firmicutes,1
NZ_CP017109.1,29788,Firmicutes,0
NZ_CP017110.1,27292,Firmicutes,0
NZ_CP017127.1,29704,Spirochaetes,0
NZ_CP017128.1,24749,Spirochaetes,0
NZ_CP017129.1,25931,Spirochaetes,0
NZ_CP017130.1,17139,Spirochaetes,0
NZ_CP017131.1,19503,Spirochaetes,0
NZ_CP017132.1,19956,Spirochaetes,0
NZ_CP017133.1,20484,Spirochaetes,0
NZ_CP017134.1,20029,Spirochaetes,0
NZ_CP017135.1,23229,Spirochaetes,0
NZ_CP017136.1,19028,Spirochaetes,0
NZ_CP017137.1,30924,Spirochaetes,0
NZ_CP017138.1,41647,Spirochaetes,0
NZ_CP017139.1,5976,Spirochaetes,0
NZ_CP017140.1,72318,Spirochaetes,0
NZ_CP017148.1,339755,Proteobacteria,2
NZ_CP017182.1,47221,Proteobacteria,0
NZ_CP017185.1,151583,Proteobacteria,0
NZ_CP017187.1,131604,Proteobacteria,0
NZ_CP017191.1,182571,Proteobacteria,0
NZ_CP017192.1,38116,Proteobacteria,0
NZ_CP017193.1,19146,Proteobacteria,0
NZ_CP017230.1,51522,Proteobacteria,0
NZ_CP017231.1,28521,Proteobacteria,0
NZ_CP017242.1,430631,Proteobacteria,3
NZ_CP017243.1,438379,Proteobacteria,3
NZ_CP017244.1,2253963,Proteobacteria,3
NZ_CP017246.1,34992,Proteobacteria,0
NZ_CP017250.1,92690,Proteobacteria,0
NZ_CP017252.1,92691,Proteobacteria,0
NZ_CP017254.1,5894,Firmicutes,0
NZ_CP017268.1,15225,Firmicutes,0
NZ_CP017270.1,24587,Firmicutes,0
NZ_CP017280.1,95331,Proteobacteria,0
NZ_CP017281.1,92219,Proteobacteria,0
NZ_CP017282.1,58666,Proteobacteria,0
NZ_CP017283.1,108867,Proteobacteria,0
NZ_CP017285.1,108857,Proteobacteria,0
NZ_CP017286.1,92231,Proteobacteria,0
NZ_CP017287.1,73385,Proteobacteria,0
NZ_CP017288.1,58665,Proteobacteria,0
NZ_CP017294.1,398087,Proteobacteria,0
NZ_CP017300.1,423076,Actinobacteria,0
NZ_CP017301.1,64544,Actinobacteria,0
NZ_CP017302.1,7616,Actinobacteria,0
NZ_CP017303.1,393079,Actinobacteria,1
NZ_CP017304.1,339489,Actinobacteria,1
NZ_CP017355.1,64303,Firmicutes,2
NZ_CP017356.1,47816,Firmicutes,1
NZ_CP017357.1,33716,Firmicutes,0
NZ_CP017358.1,26872,Firmicutes,0
NZ_CP017359.1,11727,Firmicutes,0
NZ_CP017360.1,3538,Firmicutes,0
NZ_CP017361.1,4976,Firmicutes,0
NZ_CP017362.1,14117,Firmicutes,0
NZ_CP017364.1,67983,Firmicutes,0
NZ_CP017365.1,64302,Firmicutes,1
NZ_CP017366.1,47816,Firmicutes,1
NZ_CP017367.1,31304,Firmicutes,1
NZ_CP017368.1,25864,Firmicutes,0
NZ_CP017369.1,3899,Firmicutes,0
NZ_CP017370.1,5729,Firmicutes,0
NZ_CP017371.1,43484,Firmicutes,0
NZ_CP017373.1,9533,Firmicutes,0
NZ_CP017375.1,40345,Firmicutes,0
NZ_CP017376.1,47592,Firmicutes,0
NZ_CP017377.1,14369,Firmicutes,1
NZ_CP017378.1,10971,Firmicutes,0
NZ_CP017380.1,42745,Firmicutes,0
NZ_CP017381.1,41908,Firmicutes,1
NZ_CP017382.1,49625,Firmicutes,0
NZ_CP017383.1,57031,Firmicutes,0
NZ_CP017407.1,51784,Firmicutes,0
NZ_CP017408.1,43225,Firmicutes,0
NZ_CP017409.1,37427,Firmicutes,0
NZ_CP017410.1,27923,Firmicutes,0
NZ_CP017411.1,17514,Firmicutes,0
NZ_CP017412.1,35937,Firmicutes,0
NZ_CP017435.1,92624,Proteobacteria,0
NZ_CP017437.1,92565,Proteobacteria,0
NZ_CP017439.1,92596,Proteobacteria,0
NZ_CP017441.1,92729,Proteobacteria,0
NZ_CP017443.1,92583,Proteobacteria,0
NZ_CP017445.1,92726,Proteobacteria,0
NZ_CP017447.1,92559,Proteobacteria,0
NZ_CP017449.1,162484,Proteobacteria,0
NZ_CP017451.1,526446,Proteobacteria,0
NZ_CP017452.1,89552,Proteobacteria,0
NZ_CP017573.1,61350,Firmicutes,1
NZ_CP017574.1,364037,Firmicutes,4
NZ_CP017575.1,11179,Firmicutes,0
NZ_CP017576.1,5650,Firmicutes,0
NZ_CP017579.1,40279,Proteobacteria,0
NZ_CP017582.1,4277,Proteobacteria,0
NZ_CP017583.1,4368,Proteobacteria,0
NZ_CP017584.1,13414,Proteobacteria,0
NZ_CP017585.1,25681,Proteobacteria,0
NZ_CP017586.1,34447,Proteobacteria,0
NZ_CP017587.1,47481,Proteobacteria,0
NZ_CP017588.1,65483,Proteobacteria,0
NZ_CP017589.1,105961,Proteobacteria,0
NZ_CP017590.1,132938,Proteobacteria,0
NZ_CP017591.1,304641,Proteobacteria,1
NZ_CP017592.1,47186,Proteobacteria,0
NZ_CP017600.1,35548,Cyanobacteria,0
NZ_CP017620.1,93595,Proteobacteria,0
NZ_CP017632.1,369298,Proteobacteria,0
NZ_CP017633.1,120528,Proteobacteria,0
NZ_CP017643.1,70875,Proteobacteria,0
NZ_CP017645.1,81227,Proteobacteria,0
NZ_CP017647.1,73891,Proteobacteria,0
NZ_CP017649.1,121485,Proteobacteria,0
NZ_CP017651.1,70884,Proteobacteria,0
NZ_CP017653.1,70884,Proteobacteria,0
NZ_CP017655.1,72073,Proteobacteria,0
NZ_CP017657.1,101406,Proteobacteria,0
NZ_CP017670.1,92755,Proteobacteria,0
NZ_CP017672.1,108417,Proteobacteria,0
NZ_CP017721.1,280421,Proteobacteria,0
NZ_CP017722.1,7665,Proteobacteria,0
NZ_CP017724.1,106449,Proteobacteria,0
NZ_CP017725.1,49762,Proteobacteria,0
NZ_CP017726.1,58302,Proteobacteria,0
NZ_CP017729.1,93826,Proteobacteria,0
NZ_CP017750.1,544877,Proteobacteria,0
NZ_CP017753.1,278189,Proteobacteria,1
NZ_CP017756.1,176879,Proteobacteria,0
NZ_CP017759.1,426602,Proteobacteria,1
NZ_CP017760.1,77172,Proteobacteria,0
NZ_CP017764.1,64604,Firmicutes,0
NZ_CP017765.1,17447,Firmicutes,0
NZ_CP017771.1,21419,Firmicutes,0
NZ_CP017772.1,20893,Firmicutes,0
NZ_CP017773.1,87693,Firmicutes,0
NZ_CP017776.1,35409,Firmicutes,0
NZ_CP017782.1,264008,Proteobacteria,0
NZ_CP017783.1,29119,Proteobacteria,0
NZ_CP017784.1,24776,Proteobacteria,0
NZ_CP017832.1,144470,Firmicutes,0
NZ_CP017833.1,6284,Firmicutes,0
NZ_CP017845.1,5538,Proteobacteria,0
NZ_CP017846.1,47563,Proteobacteria,0
NZ_CP017847.1,113343,Proteobacteria,0
NZ_CP017848.1,137665,Proteobacteria,0
NZ_CP017850.1,108965,Proteobacteria,0
NZ_CP017851.1,92232,Proteobacteria,0
NZ_CP017852.1,66447,Proteobacteria,0
NZ_CP017853.1,58666,Proteobacteria,0
NZ_CP017854.1,44436,Proteobacteria,0
NZ_CP017855.1,5257,Proteobacteria,0
NZ_CP017857.1,44808,Proteobacteria,0
NZ_CP017858.1,5170,Proteobacteria,0
NZ_CP017861.1,43077,Proteobacteria,0
NZ_CP017864.1,5209,Proteobacteria,0
NZ_CP017866.1,46193,Proteobacteria,0
NZ_CP017867.1,25284,Proteobacteria,0
NZ_CP017869.1,45633,Proteobacteria,0
NZ_CP017870.1,24874,Proteobacteria,0
NZ_CP017872.1,55122,Proteobacteria,0
NZ_CP017874.1,25058,Proteobacteria,0
NZ_CP017876.1,32270,Proteobacteria,0
NZ_CP017877.1,55234,Proteobacteria,0
NZ_CP017879.1,46186,Proteobacteria,0
NZ_CP017880.1,25286,Proteobacteria,0
NZ_CP017887.1,371069,Proteobacteria,0
NZ_CP017898.1,294086,Proteobacteria,0
NZ_CP017901.1,294721,Proteobacteria,0
NZ_CP017909.1,291285,Proteobacteria,0
NZ_CP017910.1,29688,Proteobacteria,0
NZ_CP017915.1,300425,Proteobacteria,0
NZ_CP017929.1,113105,Proteobacteria,0
NZ_CP017930.1,114139,Proteobacteria,0
NZ_CP017931.1,111395,Proteobacteria,0
NZ_CP017932.1,76186,Proteobacteria,0
NZ_CP017933.1,11638,Proteobacteria,0
NZ_CP017935.1,89621,Proteobacteria,0
NZ_CP017936.1,76186,Proteobacteria,0
NZ_CP017937.1,43621,Proteobacteria,0
NZ_CP017939.1,28641,Proteobacteria,0
NZ_CP017955.1,73978,Firmicutes,0
NZ_CP017956.1,71134,Firmicutes,0
NZ_CP017957.1,30542,Firmicutes,0
NZ_CP017958.1,34572,Firmicutes,0
NZ_CP017959.1,56791,Firmicutes,0
NZ_CP017960.1,27987,Firmicutes,0
NZ_CP017963.1,47824,Firmicutes,0
NZ_CP017981.1,91451,Proteobacteria,0
NZ_CP017986.1,244706,Proteobacteria,0
NZ_CP017987.1,117168,Proteobacteria,0
NZ_CP017988.1,73221,Proteobacteria,0
NZ_CP017989.1,61011,Proteobacteria,0
NZ_CP017991.1,144025,Proteobacteria,0
NZ_CP017992.1,79045,Proteobacteria,0
NZ_CP017993.1,21186,Proteobacteria,0
NZ_CP017997.1,46788,Firmicutes,0
NZ_CP017998.1,8220,Firmicutes,0
NZ_CP018006.1,37319,Proteobacteria,0
NZ_CP018025.1,603655,Proteobacteria,0
NZ_CP018028.1,610127,Proteobacteria,0
NZ_CP018030.1,302350,Proteobacteria,0
NZ_CP018048.1,317349,Proteobacteria,0
NZ_CP018060.1,39779,Proteobacteria,0
NZ_CP018064.1,365084,Actinobacteria,2
NZ_CP018066.1,230049,Firmicutes,0
NZ_CP018067.1,29012,Firmicutes,0
NZ_CP018068.1,13112,Firmicutes,0
NZ_CP018069.1,3296,Firmicutes,0
NZ_CP018070.1,78626,Firmicutes,0
NZ_CP018072.1,59226,Firmicutes,0
NZ_CP018073.1,170854,Firmicutes,1
NZ_CP018075.1,158122,Actinobacteria,0
NZ_CP018077.1,185176,Proteobacteria,1
NZ_CP018078.1,95272,Proteobacteria,0
NZ_CP018079.1,15811,Proteobacteria,0
NZ_CP018080.1,205668,Proteobacteria,0
NZ_CP018081.1,348874,Proteobacteria,1
NZ_CP018094.1,16037,Proteobacteria,0
NZ_CP018096.1,534877,Proteobacteria,1
NZ_CP018104.1,207960,Proteobacteria,0
NZ_CP018105.1,67946,Proteobacteria,0
NZ_CP018106.1,64467,Proteobacteria,0
NZ_CP018107.1,61085,Proteobacteria,0
NZ_CP018108.1,5310,Proteobacteria,0
NZ_CP018110.1,120326,Proteobacteria,0
NZ_CP018111.1,67946,Proteobacteria,0
NZ_CP018112.1,64467,Proteobacteria,0
NZ_CP018113.1,62157,Proteobacteria,0
NZ_CP018114.1,5310,Proteobacteria,0
NZ_CP018116.1,119254,Proteobacteria,0
NZ_CP018117.1,67946,Proteobacteria,0
NZ_CP018118.1,64467,Proteobacteria,0
NZ_CP018119.1,61085,Proteobacteria,0
NZ_CP018120.1,5310,Proteobacteria,0
NZ_CP018122.1,120326,Proteobacteria,0
NZ_CP018123.1,67946,Proteobacteria,0
NZ_CP018124.1,65539,Proteobacteria,0
NZ_CP018125.1,61085,Proteobacteria,0
NZ_CP018126.1,5310,Proteobacteria,0
NZ_CP018144.1,77513,Proteobacteria,0
NZ_CP018172.1,166078,Proteobacteria,0
NZ_CP018174.1,4447,Actinobacteria,0
NZ_CP018185.1,74165,Firmicutes,0
NZ_CP018198.1,36690,Firmicutes,0
NZ_CP018203.1,34963,Proteobacteria,0
NZ_CP018204.1,32947,Proteobacteria,0
NZ_CP018207.1,113140,Proteobacteria,0
NZ_CP018208.1,4074,Proteobacteria,0
NZ_CP018210.1,38995,Firmicutes,0
NZ_CP018211.1,65066,Firmicutes,0
NZ_CP018212.1,50244,Firmicutes,0
NZ_CP018213.1,50319,Firmicutes,0
NZ_CP018214.1,22171,Firmicutes,0
NZ_CP018222.1,99370,Proteobacteria,0
NZ_CP018223.1,61559,Proteobacteria,0
NZ_CP018224.1,63065,Proteobacteria,0
NZ_CP018225.1,182640,Proteobacteria,1
NZ_CP018229.1,1331126,Proteobacteria,3
NZ_CP018230.1,517692,Proteobacteria,2
NZ_CP018231.1,339300,Proteobacteria,1
NZ_CP018232.1,278328,Proteobacteria,0
NZ_CP018233.1,255060,Proteobacteria,0
NZ_CP018234.1,236058,Proteobacteria,1
NZ_CP018235.1,227762,Proteobacteria,2
NZ_CP018236.1,142112,Proteobacteria,0
NZ_CP018238.1,91420,Proteobacteria,0
NZ_CP018240.1,94170,Proteobacteria,0
NZ_CP018242.1,92495,Proteobacteria,0
NZ_CP018244.1,92522,Proteobacteria,0
NZ_CP018246.1,95341,Proteobacteria,0
NZ_CP018248.1,91353,Proteobacteria,0
NZ_CP018251.1,91789,Proteobacteria,0
NZ_CP018253.1,95229,Proteobacteria,0
NZ_CP018255.1,17583,Proteobacteria,0
NZ_CP018257.1,110964,Proteobacteria,0
NZ_CP018310.1,70734,Proteobacteria,0
NZ_CP018313.1,245975,Proteobacteria,0
NZ_CP018314.1,68601,Proteobacteria,0
NZ_CP018315.1,63587,Proteobacteria,0
NZ_CP018316.1,61012,Proteobacteria,0
NZ_CP018317.1,4249,Proteobacteria,0
NZ_CP018318.1,96082,Proteobacteria,0
NZ_CP018320.1,81841,Proteobacteria,0
NZ_CP018325.1,64103,Firmicutes,0
NZ_CP018326.1,55319,Firmicutes,0
NZ_CP018327.1,40058,Firmicutes,0
NZ_CP018328.1,31617,Firmicutes,0
NZ_CP018329.1,27907,Firmicutes,0
NZ_CP018330.1,21512,Firmicutes,0
NZ_CP018336.1,58581,Firmicutes,0
NZ_CP018338.1,202175,Proteobacteria,1
NZ_CP018339.1,204862,Proteobacteria,0
NZ_CP018340.1,81939,Proteobacteria,0
NZ_CP018341.1,81641,Proteobacteria,0
NZ_CP018342.1,63588,Proteobacteria,0
NZ_CP018343.1,57266,Proteobacteria,0
NZ_CP018353.1,13841,Proteobacteria,0
NZ_CP018354.1,45742,Proteobacteria,0
NZ_CP018355.1,207543,Proteobacteria,0
NZ_CP018357.1,3851,Proteobacteria,0
NZ_CP018358.1,4374,Proteobacteria,0
NZ_CP018359.1,5521,Proteobacteria,0
NZ_CP018360.1,111017,Proteobacteria,0
NZ_CP018361.1,277616,Proteobacteria,0
NZ_CP018365.1,260772,Proteobacteria,0
NZ_CP018366.1,94434,Proteobacteria,0
NZ_CP018385.1,297875,Proteobacteria,0
NZ_CP018396.1,132784,Proteobacteria,0
NZ_CP018422.1,69069,Proteobacteria,0
NZ_CP018423.1,45288,Proteobacteria,0
NZ_CP018424.1,208225,Proteobacteria,0
NZ_CP018425.1,15270,Proteobacteria,1
NZ_CP018426.1,52058,Proteobacteria,0
NZ_CP018429.1,45288,Proteobacteria,0
NZ_CP018430.1,208225,Proteobacteria,0
NZ_CP018431.1,18890,Proteobacteria,1
NZ_CP018432.1,52059,Proteobacteria,0
NZ_CP018433.1,15273,Proteobacteria,1
NZ_CP018434.1,208225,Proteobacteria,0
NZ_CP018435.1,45289,Proteobacteria,0
NZ_CP018436.1,52058,Proteobacteria,0
NZ_CP018439.1,1933,Proteobacteria,0
NZ_CP018440.1,4510,Proteobacteria,0
NZ_CP018441.1,180027,Proteobacteria,0
NZ_CP018442.1,34374,Proteobacteria,0
NZ_CP018443.1,50611,Proteobacteria,0
NZ_CP018444.1,5234,Proteobacteria,0
NZ_CP018445.1,9294,Proteobacteria,1
NZ_CP018446.1,3559,Proteobacteria,0
NZ_CP018448.1,90685,Proteobacteria,0
NZ_CP018449.1,67101,Proteobacteria,0
NZ_CP018451.1,90684,Proteobacteria,0
NZ_CP018452.1,67100,Proteobacteria,0
NZ_CP018453.1,4075,Proteobacteria,0
NZ_CP018455.1,162552,Proteobacteria,0
NZ_CP018463.1,167496,Proteobacteria,0
NZ_CP018464.1,179490,Proteobacteria,0
NZ_CP018465.1,31328,Proteobacteria,0
NZ_CP018466.1,42763,Proteobacteria,0
NZ_CP018468.1,201433,Proteobacteria,0
NZ_CP018469.1,42967,Proteobacteria,0
NZ_CP018471.1,62784,Proteobacteria,0
NZ_CP018472.1,222061,Proteobacteria,0
NZ_CP018473.1,38746,Proteobacteria,0
NZ_CP018474.1,45953,Proteobacteria,0
NZ_CP018476.1,69764,Proteobacteria,0
NZ_CP018575.1,7061,Firmicutes,0
NZ_CP018612.1,41771,Firmicutes,0
NZ_CP018613.1,12870,Firmicutes,0
NZ_CP018621.1,44617,Firmicutes,0
NZ_CP018625.1,111755,Proteobacteria,0
NZ_CP018626.1,107692,Proteobacteria,0
NZ_CP018665.1,2781,Proteobacteria,0
NZ_CP018666.1,3223,Proteobacteria,0
NZ_CP018667.1,5566,Proteobacteria,0
NZ_CP018668.1,43621,Proteobacteria,0
NZ_CP018669.1,88688,Proteobacteria,0
NZ_CP018670.1,183432,Proteobacteria,0
NZ_CP018678.1,8006,Proteobacteria,0
NZ_CP018679.1,6078,Proteobacteria,0
NZ_CP018682.2,113574,Proteobacteria,0
NZ_CP018683.2,76744,Proteobacteria,0
NZ_CP018684.2,59857,Proteobacteria,0
NZ_CP018687.1,246757,Proteobacteria,0
NZ_CP018688.1,75838,Proteobacteria,0
NZ_CP018689.1,96070,Proteobacteria,0
NZ_CP018690.1,63589,Proteobacteria,0
NZ_CP018691.1,61007,Proteobacteria,0
NZ_CP018693.1,180027,Proteobacteria,0
NZ_CP018694.1,50609,Proteobacteria,0
NZ_CP018696.1,246755,Proteobacteria,0
NZ_CP018697.1,79806,Proteobacteria,0
NZ_CP018698.1,96072,Proteobacteria,0
NZ_CP018699.1,61010,Proteobacteria,0
NZ_CP018700.1,63588,Proteobacteria,0
NZ_CP018702.1,246753,Proteobacteria,0
NZ_CP018703.1,66149,Proteobacteria,0
NZ_CP018704.1,96073,Proteobacteria,0
NZ_CP018705.1,61010,Proteobacteria,0
NZ_CP018706.1,63588,Proteobacteria,0
NZ_CP018708.1,246756,Proteobacteria,0
NZ_CP018709.1,73019,Proteobacteria,0
NZ_CP018710.1,96073,Proteobacteria,0
NZ_CP018711.1,61009,Proteobacteria,0
NZ_CP018712.1,63583,Proteobacteria,0
NZ_CP018714.1,246756,Proteobacteria,0
NZ_CP018715.1,80892,Proteobacteria,0
NZ_CP018716.1,96074,Proteobacteria,0
NZ_CP018717.1,63589,Proteobacteria,0
NZ_CP018718.1,61010,Proteobacteria,0
NZ_CP018720.1,246757,Proteobacteria,0
NZ_CP018721.1,73597,Proteobacteria,0
NZ_CP018722.1,96073,Proteobacteria,0
NZ_CP018723.1,63588,Proteobacteria,0
NZ_CP018724.1,61012,Proteobacteria,0
NZ_CP018726.1,192558,Proteobacteria,0
NZ_CP018727.1,47184,Proteobacteria,0
NZ_CP018729.1,211336,Proteobacteria,0
NZ_CP018730.1,45952,Proteobacteria,0
